Name,EUR Notional,Volume,Ask Size,Ask Price,Bid Size,Bid Price,Last Price,Close Price
EM15m,0E-20,0,0,0E-8,76,238.48000000,0E-8,0E-8
EMASz,0E-20,0,264,71.77000000,264,71.28000000,0E-8,0E-8
EMBEm,0E-20,0,231,79.29000000,0,0E-8,0E-8,0E-8
EMBEz,0E-20,0,231,79.57000000,0,0E-8,0E-8,0E-8
EMBMXx,0E-20,0,5000,627.60000000,5000,624.10000000,0E-8,0E-8
EMCRl,0E-20,0,214,93.65000000,0,0E-8,0E-8,0E-8
EMDDl,0E-20,0,330,60.63000000,0,0E-8,0E-8,0E-8
EMDLz,0E-20,0,330,56.19800000,0,0E-8,0E-8,0E-8
EMDVm,0E-20,0,1362,13.61400000,0,0E-8,0E-8,0E-8
EMDVz,0E-20,0,1356,13.91200000,1356,13.86000000,0E-8,0E-8
EMEMx,0E-20,0,10,4660.00000000,10,4600.00000000,0E-8,0E-8
EMGBl,0E-20,0,350,44.15000000,350,43.08000000,0E-8,0E-8
EMGEAm,0E-20,0,380,48.47500000,0,0E-8,0E-8,0E-8
EMH5l,0E-20,0,737,27.22000000,737,27.04000000,0E-8,0E-8
EMHDl,0E-20,0,726,27.83000000,726,27.71000000,0E-8,0E-8
EMHDm,0E-20,0,0,0E-8,726,25.14500000,0E-8,0E-8
EMHDp,0E-20,0,726,25.23000000,726,25.10500000,0E-8,0E-8
EMIm,0E-20,0,0,0E-8,103,175.80000000,0E-8,0E-8
EMLCm,0E-20,0,0,0E-8,350,51.22000000,0E-8,0E-8
EMLCz,0E-20,0,350,53.61000000,350,52.71400000,0E-8,0E-8
EMLDm,0E-20,0,0,0E-8,330,54.52000000,0E-8,0E-8
EMLIl,0E-20,0,319,63.37000000,0,0E-8,0E-8,0E-8
EMLIm,0E-20,0,0,0E-8,319,56.86000000,0E-8,0E-8
EMLIz,0E-20,0,323,63.39800000,0,0E-8,0E-8,0E-8
EMLVz,0E-20,0,598,31.37500000,598,31.12500000,0E-8,0E-8
EMMEUm,0E-20,0,177,103.92000000,0,0E-8,0E-8,0E-8
EMMUZz,0E-20,0,178,106.68000000,178,105.60000000,0E-8,0E-8
EMMVm,0E-20,0,0,0E-8,159,113.99000000,0E-8,0E-8
EMOMm,0E-20,0,129,142.88000000,129,140.12000000,0E-8,0E-8
EMQQl,0E-20,0,2051,10.04600000,2051,9.97200000,0E-8,0E-8
EMRGm,0E-20,0,0,0E-8,319,56.78000000,0E-8,0E-8
EMUAAz,0E-20,0,414,24.17500000,418,23.95500000,0E-8,0E-8
EMUDl,0E-20,0,3014,5.05500000,3014,5.04300000,0E-8,0E-8
EMUEEz,0E-20,0,434,138.34000000,131,137.64000000,0E-8,0E-8
EMUEUz,0E-20,0,131,140.92000000,131,140.66000000,0E-8,0E-8
EMUUz,0E-20,0,2588,7.72600000,2588,7.70500000,0E-8,0E-8
EMUm,0E-20,0,920,53.55000000,920,53.09000000,0E-8,0E-8
EMVEUm,0E-20,0,476,37.96500000,0,0E-8,0E-8,0E-8
EMVEUz,0E-20,0,476,37.98000000,476,37.80500000,0E-8,0E-8
EMVLl,0E-20,0,461,43.95500000,461,43.63500000,0E-8,0E-8
EMXCl,0E-20,0,798,25.33000000,0,0E-8,0E-8,0E-8
ENAMm,0E-20,0,952,19.34600000,0,0E-8,0E-8,0E-8
ENERm,0E-20,0,432,42.04500000,0,0E-8,0E-8,0E-8
ENIm,0E-20,0,1000,13.46000000,1000,13.43200000,0E-8,0E-8
ENOe,0E-20,0,33,11.05000000,0,0E-8,0E-8,0E-8
ENRd,0E-20,0,70,23.00000000,10,17.40000000,0E-8,0E-8
EOANd,0E-20,0,47,12.40000000,129,8.52000000,0E-8,0E-8
EOTl,0E-20,0,280,750.00000000,0,0E-8,0E-8,0E-8
EPEJm,0E-20,0,0,0E-8,1376,13.17600000,0E-8,0E-8
EPGl,0E-20,0,300,297.00000000,0,0E-8,0E-8,0E-8
EPREp,0E-20,0,0,0E-8,42,419.62400000,0E-8,0E-8
EPRUa,0E-20,0,0,0E-8,251,79.90300000,0E-8,0E-8
EPVLDm,0E-20,0,0,0E-8,1025,17.59400000,0E-8,0E-8
EPVLDz,0E-20,0,1026,18.03400000,1026,17.98000000,0E-8,0E-8
EQDSl,0E-20,0,0,0E-8,3339,456.45000000,0E-8,0E-8
EQLTDz,0E-20,0,763,24.23500000,763,24.17000000,0E-8,0E-8
EQQQm,0E-20,0,400,330.04000000,400,329.62000000,0E-8,0E-8
EQQQz,0E-20,0,300,364.55000000,300,363.30000000,0E-8,0E-8
